dolphin_id,dolphin_id,,dolphin_id_old_key,dolphin_id,dryad_id
215,FAT,,,,
324,JFR,,,,
487,PEG,,,,
595,SKF,,,,
554,RHO,,,,
421,MOU,,,,
88,BSS,,,,
595,SKF,,,,
307,IND,,,,
436,MUN,,,,
324,JFR,,,,
487,PEG,,,,
131,COD,,,,
41,BAY,,,,
158,CYR,,,,
259,GMP,,,,
378,LIC,,,,
458,NIT,,,,
317,JAS,,,,
601,SLI,,,,
306,IMP,,,,
264,GRA,,,,
530,PUB,,,,
390,LUC,,,,
704,WED,,,,
737,ZIP,,,,
720,WOF,,,,
202,EFT,,,,
341,JSE,,,,
462,NOO,,,,
647,TER,,,,
511,PON,,,,
419,MOG,,,,
596,SKI,,,,
79,BOL,,,,
481,PAS,,,,
109,CEB,,,,
170,DEE,,,,
537,QUA,,,,
407,MID,,,,
287,HII,,,,
550,REA,,,,
531,PUC,,,,
509,POI,,,,
554,RHO,,,,
624,SRY,,,,
320,JBO,,,,
609,SMO,,,,
368,LAN,,,,
617,SPE,,,,
353,KIT,,,,
595,SKF,,,,
317,JAS,,,,
338,JOY,,,,
215,FAT,,,,
368,LAN,,,,
554,RHO,,,,
487,PEG,,,,
306,IMP,,,,
419,MOG,,,,
171,DEM,,,,
469,OLI,,,,
160,CZA,,,,
389,LOT,,,,
265,GRB,,,,
637,TAL,,,,
464,NUM,,,,
257,GIG,,,,
83,BRE,,,,
349,KEA,,,,
312,JAB,,,,
134,COL,,,,
681,VAM,,,,
226,FNT,,,,
277,HAM,,,,
567,RSH,,,,
131,COD,,,,
338,JOY,,,,
595,SKF,,,,
624,SRY,,,,
320,JBO,,,,
655,TOL,,,,
603,SLO,,,,
604,SLT,,,,
105,CAP,,,,
70,BLY,,,,
512,POO,,,,
484,PCT,,,,
284,HHD,,,,
698,WAM,,,,
461,NOG,,,,
419,MOG,,,,
41,BAY,,,,
601,SLI,,,,
734,ZEN,,,,
22,APX,,,,
71,BMB,,,,
385,LNS,,,,
582,SCT,,,,
585,SEV,,,,
420,MOO,,,,
63,BLI,,,,
39,BAR,,,,
56,BIG,,,,
232,FRE,,,,
696,WAB,,,,
363,KRO,,,,
519,PRI,,,,
446,NAT,,,,
557,RID,,,,
306,IMP,,,,
170,DEE,,,,
389,LOT,,,,
257,GIG,,,,
390,LUC,,,,
324,JFR,,,,
509,POI,,,,
696,WAB,,,,
519,PRI,,,,
446,NAT,,,,
253,GHA,,,,
656,TOQ,,,,
203,ELW,,,,
315,JAK,,,,
160,CZA,,,,
556,RIC,,,,
265,GRB,,,,
607,SME,,,,
163,DAL,,,,
317,JAS,,,,
274,GUM,,,,
487,PEG,,,,
554,RHO,,,,
324,JFR,,,,
494,PIC,,,,
630,SUR,,,,
487,PEG,,,,
421,MOU,,,,
458,NIT,,,,
617,SPE,,,,
102,BYT,,,,
461,NOG,,,,
258,GLX,,,,
131,COD,,,,
169,DEB,,,,
700,WAR,,,,
672,TYP,,,,
135,COM,,,,
326,JIM,,,,
611,SMU,,,,
724,WOR,,,,
317,JAS,,,,
670,TWI,,,,
130,COC,,,,
655,TOL,,,,
484,PCT,,,,
284,HHD,,,,
230,FOO,,,,
603,SLO,,,,
435,MUM,,,,
558,RIP,,,,
698,WAM,,,,
298,HRS,,,,
279,HAT,,,,
61,BLB,,,,
378,LIC,,,,
461,NOG,,,,
306,IMP,,,,
419,MOG,,,,
179,DNG,,,,
537,QUA,,,,
264,GRA,,,,
407,MID,,,,
138,COR,,,,
567,RSH,,,,
353,KIT,,,,
307,IND,,,,
171,DEM,,,,
454,NIC,,,,
259,GMP,,,,
161,DAG,,,,
380,LIN,,,,
29,ASH,,,,
194,DWE,,,,
131,COD,,,,
206,EQU,,,,
458,NIT,,,,
173,DID,,,,
481,PAS,,,,
537,QUA,,,,
179,DNG,,,,
407,MID,,,,
438,MUS,,,,
531,PUC,,,,
324,JFR,,,,
630,SUR,,,,
494,PIC,,,,
354,KIY,,,,
487,PEG,,,,
595,SKF,,,,
554,RHO,,,,
531,PUC,,,,
324,JFR,,,,
338,JOY,,,,
487,PEG,,,,
494,PIC,,,,
595,SKF,,,,
320,JBO,,,,
88,BSS,,,,
136,COO,,,,
531,PUC,,,,
494,PIC,,,,
354,KIY,,,,
624,SRY,,,,
320,JBO,,,,
268,GRG,,,,
274,GUM,,,,
171,DEM,,,,
173,DID,,,,
253,GHA,,,,
390,LUC,,,,
366,KWI,,,,
677,URC,,,,
281,HED,,,,
614,SOG,,,,
368,LAN,,,,
454,NIC,,,,
409,MIN,,,,
436,MUN,,,,
454,NIC,,,,
531,PUC,,,,
494,PIC,,,,
531,PUC,,,,
161,DAG,,,,
380,LIN,,,,
194,DWE,,,,
494,PIC,,,,
630,SUR,,,,
117,CHM,,,,
285,HIB,,,,
572,SAS,,,,
391,LUG,,,,
296,HRA,,,,
638,TAM,,,,
206,EQU,,,,
635,TAF,,,,
260,GNA,,,,
693,VOR,,,,
254,GHE,,,,
597,SKR,,,,
354,KIY,,,,
630,SUR,,,,
487,PEG,,,,
454,NIC,,,,
531,PUC,,,,
494,PIC,,,,
737,ZIP,,,,
173,DID,,,,
105,CAP,,,,
454,NIC,,,,
531,PUC,,,,
70,BLY,,,,
494,PIC,,,,
354,KIY,,,,
484,PCT,,,,
199,EDG,,,,
426,MRS,,,,
512,POO,,,,
609,SMO,,,,
368,LAN,,,,
577,SBO,,,,
624,SRY,,,,
320,JBO,,,,
324,JFR,,,,
378,LIC,,,,
324,JFR,,,,
368,LAN,,,,
88,BSS,,,,
307,IND,,,,
512,POO,,,,
368,LAN,,,,
624,SRY,,,,
320,JBO,,,,
102,BYT,,,,
420,MOO,,,,
531,PUC,,,,
494,PIC,,,,
354,KIY,,,,
105,CAP,,,,
70,BLY,,,,
577,SBO,,,,
215,FAT,,,,
487,PEG,,,,
595,SKF,,,,
554,RHO,,,,
287,HII,,,,
550,REA,,,,
509,POI,,,,
63,BLI,,,,
390,LUC,,,,
136,COO,,,,
677,URC,,,,
531,PUC,,,,
630,SUR,,,,
494,PIC,,,,
587,SHC,,,,
354,KIY,,,,
719,WNG,,,,
105,CAP,,,,
70,BLY,,,,
338,JOY,,,,
88,BSS,,,,
578,SCA,,,,
341,JSE,,,,
199,EDG,,,,
577,SBO,,,,
426,MRS,,,,
392,LYN,,,,
639,TAS,,,,
614,SOG,,,,
352,KIR,,,,
310,IRO,,,,
648,THR,,,,
394,MAG,,,,
438,MUS,,,,
84,BRK,,,,
223,FLI,,,,
737,ZIP,,,,
281,HED,,,,
595,SKF,,,,
630,SUR,,,,
63,BLI,,,,
223,FLI,,,,
737,ZIP,,,,
720,WOF,,,,
595,SKF,,,,
88,BSS,,,,
513,POS,,,,
683,VBE,,,,
390,LUC,,,,
215,FAT,,,,
341,JSE,,,,
577,SBO,,,,
426,MRS,,,,
554,RHO,,,,
280,HBB,,,,
264,GRA,,,,
628,SUM,,,,
287,HII,,,,
63,BLI,,,,
550,REA,,,,
509,POI,,,,
223,FLI,,,,
737,ZIP,,,,
677,URC,,,,
301,HUL,,,,
307,IND,,,,
341,JSE,,,,
320,JBO,,,,
577,SBO,,,,
624,SRY,,,,
587,SHC,,,,
324,JFR,,,,
199,EDG,,,,
131,COD,,,,
700,WAR,,,,
274,GUM,,,,
462,NOO,,,,
102,BYT,,,,
171,DEM,,,,
353,KIT,,,,
454,NIC,,,,
531,PUC,,,,
511,PON,,,,
596,SKI,,,,
79,BOL,,,,
109,CEB,,,,
537,QUA,,,,
407,MID,,,,
338,JOY,,,,
88,BSS,,,,
624,SRY,,,,
253,GHA,,,,
577,SBO,,,,
624,SRY,,,,
320,JBO,,,,
595,SKF,,,,
287,HII,,,,
63,BLI,,,,
550,REA,,,,
509,POI,,,,
338,JOY,,,,
223,FLI,,,,
378,LIC,,,,
737,ZIP,,,,
554,RHO,,,,
720,WOF,,,,
88,BSS,,,,
41,BAY,,,,
201,EED,,,,
683,VBE,,,,
505,PLU,,,,
635,TAF,,,,
716,WLL,,,,
214,FAR,,,,
311,JAA,,,,
206,EQU,,,,
266,GRC,,,,
67,BLO,,,,
330,JLT,,,,
656,TOQ,,,,
203,ELW,,,,
315,JAK,,,,
160,CZA,,,,
607,SME,,,,
61,BLB,,,,
620,SPO,,,,
531,PUC,,,,
494,PIC,,,,
63,BLI,,,,
338,JOY,,,,
215,FAT,,,,
487,PEG,,,,
595,SKF,,,,
554,RHO,,,,
587,SHC,,,,
324,JFR,,,,
378,LIC,,,,
704,WED,,,,
324,JFR,,,,
577,SBO,,,,
287,HII,,,,
215,FAT,,,,
223,FLI,,,,
737,ZIP,,,,
595,SKF,,,,
554,RHO,,,,
720,WOF,,,,
88,BSS,,,,
597,SKR,,,,
469,OLI,,,,
683,VBE,,,,
131,COD,,,,
169,DEB,,,,
611,SMU,,,,
61,BLB,,,,
311,JAA,,,,
505,PLU,,,,
266,GRC,,,,
569,RSP,,,,
67,BLO,,,,
330,JLT,,,,
716,WLL,,,,
214,FAR,,,,
631,SVD,,,,
333,JMY,,,,
271,GRV,,,,
441,MYB,,,,
39,BAR,,,,
56,BIG,,,,
232,FRE,,,,
696,WAB,,,,
317,JAS,,,,
519,PRI,,,,
446,NAT,,,,
557,RID,,,,
287,HII,,,,
550,REA,,,,
509,POI,,,,
215,FAT,,,,
554,RHO,,,,
136,COO,,,,
609,SMO,,,,
341,JSE,,,,
624,SRY,,,,
338,JOY,,,,
88,BSS,,,,
215,FAT,,,,
223,FLI,,,,
737,ZIP,,,,
487,PEG,,,,
371,LAU,,,,
554,RHO,,,,
720,WOF,,,,
677,URC,,,,
320,JBO,,,,
704,WED,,,,
368,LAN,,,,
281,HED,,,,
577,SBO,,,,
587,SHC,,,,
426,MRS,,,,
454,NIC,,,,
63,BLI,,,,
253,GHA,,,,
136,COO,,,,
341,JSE,,,,
426,MRS,,,,
624,SRY,,,,
287,HII,,,,
550,REA,,,,
253,GHA,,,,
509,POI,,,,
338,JOY,,,,
737,ZIP,,,,
452,NEV,,,,
677,URC,,,,
421,MOU,,,,
595,SKF,,,,
720,WOF,,,,
368,LAN,,,,
193,DUR,,,,
531,PUC,,,,
324,JFR,,,,
494,PIC,,,,
354,KIY,,,,
317,JAS,,,,
201,EED,,,,
683,VBE,,,,
193,DUR,,,,
630,SUR,,,,
287,HII,,,,
390,LUC,,,,
223,FLI,,,,
737,ZIP,,,,
720,WOF,,,,
719,WNG,,,,
160,CZA,,,,
87,BSC,,,,
630,SUR,,,,
609,SMO,,,,
368,LAN,,,,
656,TOQ,,,,
203,ELW,,,,
315,JAK,,,,
296,HRA,,,,
264,GRA,,,,
317,JAS,,,,
638,TAM,,,,
435,MUM,,,,
285,HIB,,,,
530,PUB,,,,
698,WAM,,,,
395,MAR,,,,
555,RHY,,,,
643,TBA,,,,
113,CHC,,,,
63,BLI,,,,
461,NOG,,,,
419,MOG,,,,
596,SKI,,,,
79,BOL,,,,
109,CEB,,,,
407,MID,,,,
531,PUC,,,,
494,PIC,,,,
354,KIY,,,,
577,SBO,,,,
587,SHC,,,,
274,GUM,,,,
601,SLI,,,,
131,COD,,,,
87,BSC,,,,
579,SCH,,,,
333,JMY,,,,
357,KNG,,,,
211,EXF,,,,
296,HRA,,,,
280,HBB,,,,
286,HIC,,,,
635,TAF,,,,
722,WOM,,,,
230,FOO,,,,
304,IBX,,,,
454,NIC,,,,
494,PIC,,,,
41,BAY,,,,
354,KIY,,,,
324,JFR,,,,
512,POO,,,,
136,COO,,,,
199,EDG,,,,
173,DID,,,,
729,WYL,,,,
511,PON,,,,
306,IMP,,,,
419,MOG,,,,
596,SKI,,,,
79,BOL,,,,
109,CEB,,,,
170,DEE,,,,
537,QUA,,,,
407,MID,,,,
173,DID,,,,
253,GHA,,,,
173,DID,,,,
338,JOY,,,,
88,BSS,,,,
223,FLI,,,,
737,ZIP,,,,
487,PEG,,,,
595,SKF,,,,
720,WOF,,,,
215,FAT,,,,
253,GHA,,,,
554,RHO,,,,
58,BIS,,,,
439,MUT,,,,
260,GNA,,,,
693,VOR,,,,
715,WLB,,,,
254,GHE,,,,
130,COC,,,,
158,CYR,,,,
103,CAB,,,,
298,HRS,,,,
492,PHD,,,,
588,SHK,,,,
634,SYL,,,,
220,FID,,,,
256,GHO,,,,
220,FID,,,,
661,TRY,,,,
667,TUK,,,,
382,LIT,,,,
590,SHO,,,,
243,GAB,,,,
191,DUC,,,,
90,BTS,,,,
445,NAP,,,,
5,AGA,,,,
40,BAS,,,,
27,ART,,,,
39,BAR,,,,
56,BIG,,,,
232,FRE,,,,
696,WAB,,,,
729,WYL,,,,
519,PRI,,,,
446,NAT,,,,
557,RID,,,,
558,RIP,,,,
511,PON,,,,
596,SKI,,,,
79,BOL,,,,
481,PAS,,,,
109,CEB,,,,
170,DEE,,,,
240,FUF,,,,
537,QUA,,,,
407,MID,,,,
543,RAP,,,,
136,COO,,,,
708,WHL,,,,
287,HII,,,,
550,REA,,,,
509,POI,,,,
382,LIT,,,,
95,BUM,,,,
307,IND,,,,
409,MIN,,,,
173,DID,,,,
719,WNG,,,,
487,PEG,,,,
436,MUN,,,,
324,JFR,,,,
56,BIG,,,,
232,FRE,,,,
729,WYL,,,,
557,RID,,,,
173,DID,,,,
253,GHA,,,,
421,MOU,,,,
55,BIF,,,,
647,TER,,,,
59,BJA,,,,
526,PSU,,,,
37,BAM,,,,
95,BUM,,,,
301,HUL,,,,
171,DEM,,,,
102,BYT,,,,
88,BSS,,,,
624,SRY,,,,
353,KIT,,,,
102,BYT,,,,
461,NOG,,,,
306,IMP,,,,
419,MOG,,,,
265,GRB,,,,
617,SPE,,,,
585,SEV,,,,
607,SME,,,,
223,FLI,,,,
421,MOU,,,,
487,PEG,,,,
494,PIC,,,,
354,KIY,,,,
719,WNG,,,,
421,MOU,,,,
202,EFT,,,,
215,FAT,,,,
531,PUC,,,,
378,LIC,,,,
487,PEG,,,,
554,RHO,,,,
624,SRY,,,,
173,DID,,,,
722,WOM,,,,
462,NOO,,,,
41,BAY,,,,
605,SLV,,,,
313,JAG,,,,
606,SMB,,,,
280,HBB,,,,
697,WAC,,,,
117,CHM,,,,
572,SAS,,,,
481,PAS,,,,
253,GHA,,,,
363,KRO,,,,
306,IMP,,,,
419,MOG,,,,
596,SKI,,,,
79,BOL,,,,
179,DNG,,,,
109,CEB,,,,
609,SMO,,,,
264,GRA,,,,
484,PCT,,,,
163,DAL,,,,
426,MRS,,,,
530,PUB,,,,
49,BEE,,,,
313,JAG,,,,
606,SMB,,,,
697,WAC,,,,
572,SAS,,,,
280,HBB,,,,
105,CAP,,,,
71,BMB,,,,
70,BLY,,,,
36,BAK,,,,
287,HII,,,,
509,POI,,,,
487,PEG,,,,
38,BAN,,,,
577,SBO,,,,
624,SRY,,,,
704,WED,,,,
737,ZIP,,,,
454,NIC,,,,
531,PUC,,,,
487,PEG,,,,
494,PIC,,,,
354,KIY,,,,
719,WNG,,,,
737,ZIP,,,,
344,JUM,,,,
616,SPC,,,,
732,YOB,,,,
277,HAM,,,,
354,KIY,,,,
704,WED,,,,
445,NAP,,,,
14,AMO,,,,
583,SCU,,,,
32,ATH,,,,
667,TUK,,,,
366,KWI,,,,
685,VEC,,,,
578,SCA,,,,
678,URP,,,,
533,PUS,,,,
371,LAU,,,,
341,JSE,,,,
577,SBO,,,,
171,DEM,,,,
287,HII,,,,
550,REA,,,,
509,POI,,,,
382,LIT,,,,
719,WNG,,,,
361,KRI,,,,
495,PIK,,,,
293,HOR,,,,
442,MYR,,,,
578,SCA,,,,
725,WOW,,,,
699,WAN,,,,
6,AJA,,,,
719,WNG,,,,
324,JFR,,,,
257,GIG,,,,
614,SOG,,,,
223,FLI,,,,
550,REA,,,,
509,POI,,,,
171,DEM,,,,
378,LIC,,,,
171,DEM,,,,
531,PUC,,,,
378,LIC,,,,
595,SKF,,,,
720,WOF,,,,
320,JBO,,,,
88,BSS,,,,
700,WAR,,,,
567,RSH,,,,
390,LUC,,,,
531,PUC,,,,
136,COO,,,,
677,URC,,,,
281,HED,,,,
624,SRY,,,,
367,KYD,,,,
567,RSH,,,,
353,KIT,,,,
617,SPE,,,,
567,RSH,,,,
554,RHO,,,,
88,BSS,,,,
194,DWE,,,,
630,SUR,,,,
587,SHC,,,,
617,SPE,,,,
353,KIT,,,,
181,DOD,,,,
464,NUM,,,,
80,BOM,,,,
163,DAL,,,,
469,OLI,,,,
637,TAL,,,,
317,JAS,,,,
512,POO,,,,
655,TOL,,,,
160,CZA,,,,
556,RIC,,,,
265,GRB,,,,
484,PCT,,,,
284,HHD,,,,
698,WAM,,,,
274,GUM,,,,
353,KIT,,,,
171,DEM,,,,
279,HAT,,,,
104,CAD,,,,
420,MOO,,,,
700,WAR,,,,
487,PEG,,,,
317,JAS,,,,
285,HIB,,,,
530,PUB,,,,
353,KIT,,,,
617,SPE,,,,
171,DEM,,,,
363,KRO,,,,
131,COD,,,,
301,HUL,,,,
298,HRS,,,,
395,MAR,,,,
492,PHD,,,,
491,PHA,,,,
558,RIP,,,,
147,CRV,,,,
17,ANT,,,,
469,OLI,,,,
512,POO,,,,
341,JSE,,,,
698,WAM,,,,
56,BIG,,,,
557,RID,,,,
609,SMO,,,,
587,SHC,,,,
595,SKF,,,,
378,LIC,,,,
567,RSH,,,,
317,JAS,,,,
265,GRB,,,,
368,LAN,,,,
484,PCT,,,,
284,HHD,,,,
426,MRS,,,,
192,DUN,,,,
469,OLI,,,,
61,BLB,,,,
266,GRC,,,,
330,JLT,,,,
138,COR,,,,
324,JFR,,,,
136,COO,,,,
355,KLA,,,,
600,SLD,,,,
58,BIS,,,,
526,PSU,,,,
738,ZOE,,,,
369,LAS,,,,
304,IBX,,,,
619,SPN,,,,
287,HII,,,,
353,KIT,,,,
181,DOD,,,,
599,SKW,,,,
25,ARN,,,,
577,SBO,,,,
624,SRY,,,,
136,COO,,,,
601,SLI,,,,
597,SKR,,,,
17,ANT,,,,
458,NIT,,,,
724,WOR,,,,
163,DAL,,,,
656,TOQ,,,,
203,ELW,,,,
315,JAK,,,,
585,SEV,,,,
491,PHA,,,,
558,RIP,,,,
147,CRV,,,,
530,PUB,,,,
409,MIN,,,,
667,TUK,,,,
131,COD,,,,
230,FOO,,,,
160,CZA,,,,
80,BOM,,,,
335,JNI,,,,
668,TUL,,,,
49,BEE,,,,
617,SPE,,,,
647,TER,,,,
363,KRO,,,,
170,DEE,,,,
395,MAR,,,,
492,PHD,,,,
301,HUL,,,,
280,HBB,,,,
279,HAT,,,,
259,GMP,,,,
102,BYT,,,,
171,DEM,,,,
587,SHC,,,,
409,MIN,,,,
667,TUK,,,,
102,BYT,,,,
353,KIT,,,,
160,CZA,,,,
556,RIC,,,,
609,SMO,,,,
264,GRA,,,,
265,GRB,,,,
484,PCT,,,,
284,HHD,,,,
426,MRS,,,,
598,SKT,,,,
724,WOR,,,,
601,SLI,,,,
617,SPE,,,,
558,RIP,,,,
395,MAR,,,,
491,PHA,,,,
131,COD,,,,
513,POS,,,,
279,HAT,,,,
63,BLI,,,,
469,OLI,,,,
147,CRV,,,,
285,HIB,,,,
492,PHD,,,,
264,GRA,,,,
199,EDG,,,,
163,DAL,,,,
627,STI,,,,
598,SKT,,,,
724,WOR,,,,
203,ELW,,,,
315,JAK,,,,
668,TUL,,,,
80,BOM,,,,
464,NUM,,,,
148,CSK,,,,
338,JOY,,,,
88,BSS,,,,
287,HII,,,,
390,LUC,,,,
550,REA,,,,
509,POI,,,,
223,FLI,,,,
737,ZIP,,,,
136,COO,,,,
677,URC,,,,
192,DUN,,,,
179,DNG,,,,
41,BAY,,,,
597,SKR,,,,
80,BOM,,,,
638,TAM,,,,
716,WLL,,,,
264,GRA,,,,
628,SUM,,,,
391,LUG,,,,
116,CHL,,,,
274,GUM,,,,
617,SPE,,,,
454,NIC,,,,
487,PEG,,,,
421,MOU,,,,
624,SRY,,,,
320,JBO,,,,
354,KIY,,,,
464,NUM,,,,
637,TAL,,,,
458,NIT,,,,
301,HUL,,,,
512,POO,,,,
160,CZA,,,,
265,GRB,,,,
484,PCT,,,,
148,CSK,,,,
627,STI,,,,
700,WAR,,,,
17,ANT,,,,
102,BYT,,,,
63,BLI,,,,
462,NOO,,,,
683,VBE,,,,
181,DOD,,,,
421,MOU,,,,
577,SBO,,,,
624,SRY,,,,
88,BSS,,,,
317,JAS,,,,
409,MIN,,,,
595,SKF,,,,
647,TER,,,,
419,MOG,,,,
179,DNG,,,,
481,PAS,,,,
215,FAT,,,,
596,SKI,,,,
79,BOL,,,,
667,TUK,,,,
109,CEB,,,,
382,LIT,,,,
125,CLO,,,,
554,RHO,,,,
88,BSS,,,,
324,JFR,,,,
587,SHC,,,,
526,PSU,,,,
63,BLI,,,,
462,NOO,,,,
420,MOO,,,,
419,MOG,,,,
596,SKI,,,,
79,BOL,,,,
481,PAS,,,,
109,CEB,,,,
304,IBX,,,,
509,POI,,,,
737,ZIP,,,,
136,COO,,,,
677,URC,,,,
595,SKF,,,,
720,WOF,,,,
628,SUM,,,,
637,TAL,,,,
298,HRS,,,,
395,MAR,,,,
131,COD,,,,
280,HBB,,,,
279,HAT,,,,
61,BLB,,,,
385,LNS,,,,
80,BOM,,,,
582,SCT,,,,
668,TUL,,,,
604,SLT,,,,
119,CHT,,,,
698,WAM,,,,
102,BYT,,,,
550,REA,,,,
338,JOY,,,,
223,FLI,,,,
378,LIC,,,,
595,SKF,,,,
481,PAS,,,,
102,BYT,,,,
637,TAL,,,,
354,KIY,,,,
173,DID,,,,
487,PEG,,,,
421,MOU,,,,
595,SKF,,,,
235,FRN,,,,
406,MGL,,,,
467,OCT,,,,
355,KLA,,,,
633,SWE,,,,
600,SLD,,,,
690,VIP,,,,
607,SME,,,,
181,DOD,,,,
131,COD,,,,
102,BYT,,,,
630,SUR,,,,
265,GRB,,,,
274,GUM,,,,
461,NOG,,,,
656,TOQ,,,,
160,CZA,,,,
131,COD,,,,
462,NOO,,,,
601,SLI,,,,
41,BAY,,,,
138,COR,,,,
102,BYT,,,,
454,NIC,,,,
531,PUC,,,,
494,PIC,,,,
324,JFR,,,,
630,SUR,,,,
704,WED,,,,
487,PEG,,,,
620,SPO,,,,
630,SUR,,,,
487,PEG,,,,
554,RHO,,,,
88,BSS,,,,
409,MIN,,,,
390,LUC,,,,
368,LAN,,,,
577,SBO,,,,
630,SUR,,,,
338,JOY,,,,
587,SHC,,,,
554,RHO,,,,
378,LIC,,,,
136,COO,,,,
609,SMO,,,,
341,JSE,,,,
281,HED,,,,
454,NIC,,,,
494,PIC,,,,
354,KIY,,,,
324,JFR,,,,
599,SKW,,,,
304,IBX,,,,
696,WAB,,,,
519,PRI,,,,
446,NAT,,,,
487,PEG,,,,
624,SRY,,,,
181,DOD,,,,
420,MOO,,,,
700,WAR,,,,
17,ANT,,,,
462,NOO,,,,
724,WOR,,,,
734,ZEN,,,,
494,PIC,,,,
454,NIC,,,,
274,GUM,,,,
368,LAN,,,,
63,BLI,,,,
737,ZIP,,,,
720,WOF,,,,
286,HIC,,,,
637,TAL,,,,
279,HAT,,,,
17,ANT,,,,
131,COD,,,,
129,CMO,,,,
416,MNN,,,,
171,DEM,,,,
307,IND,,,,
152,CUR,,,,
418,MNV,,,,
551,REG,,,,
113,CHC,,,,
469,OLI,,,,
135,COM,,,,
724,WOR,,,,
672,TYP,,,,
467,OCT,,,,
130,COC,,,,
462,NOO,,,,
458,NIT,,,,
138,COR,,,,
585,SEV,,,,
259,GMP,,,,
493,PHO,,,,
512,POO,,,,
484,PCT,,,,
484,PCT,,,,
284,HHD,,,,
421,MOU,,,,
353,KIT,,,,
171,DEM,,,,
161,DAG,,,,
380,LIN,,,,
338,JOY,,,,
223,FLI,,,,
378,LIC,,,,
737,ZIP,,,,
595,SKF,,,,
720,WOF,,,,
88,BSS,,,,
181,DOD,,,,
598,SKT,,,,
458,NIT,,,,
41,BAY,,,,
39,BAR,,,,
558,RIP,,,,
223,FLI,,,,
409,MIN,,,,
173,DID,,,,
341,JSE,,,,
577,SBO,,,,
421,MOU,,,,
696,WAB,,,,
519,PRI,,,,
446,NAT,,,,
338,JOY,,,,
88,BSS,,,,
511,PON,,,,
596,SKI,,,,
79,BOL,,,,
481,PAS,,,,
109,CEB,,,,
537,QUA,,,,
407,MID,,,,
436,MUN,,,,
469,OLI,,,,
131,COD,,,,
630,SUR,,,,
531,PUC,,,,
494,PIC,,,,
354,KIY,,,,
161,DAG,,,,
380,LIN,,,,
215,FAT,,,,
554,RHO,,,,
512,POO,,,,
368,LAN,,,,
426,MRS,,,,
285,HIB,,,,
624,SRY,,,,
320,JBO,,,,
287,HII,,,,
550,REA,,,,
509,POI,,,,
454,NIC,,,,
136,COO,,,,
677,URC,,,,
341,JSE,,,,
281,HED,,,,
531,PUC,,,,
512,POO,,,,
320,JBO,,,,
88,BSS,,,,
324,JFR,,,,
630,SUR,,,,
487,PEG,,,,
595,SKF,,,,
609,SMO,,,,
171,DEM,,,,
390,LUC,,,,
181,DOD,,,,
355,KLA,,,,
223,FLI,,,,
378,LIC,,,,
487,PEG,,,,
595,SKF,,,,
624,SRY,,,,
41,BAY,,,,
80,BOM,,,,
301,HUL,,,,
458,NIT,,,,
112,CHA,,,,
668,TUL,,,,
49,BEE,,,,
656,TOQ,,,,
160,CZA,,,,
638,TAM,,,,
464,NUM,,,,
530,PUB,,,,
298,HRS,,,,
259,GMP,,,,
620,SPO,,,,
311,JAA,,,,
505,PLU,,,,
266,GRC,,,,
569,RSP,,,,
67,BLO,,,,
330,JLT,,,,
716,WLL,,,,
214,FAR,,,,
117,CHM,,,,
454,NIC,,,,
102,BYT,,,,
317,JAS,,,,
353,KIT,,,,
462,NOO,,,,
138,COR,,,,
163,DAL,,,,
601,SLI,,,,
421,MOU,,,,
487,PEG,,,,
531,PUC,,,,
494,PIC,,,,
354,KIY,,,,
223,FLI,,,,
378,LIC,,,,
737,ZIP,,,,
371,LAU,,,,
253,GHA,,,,
193,DUR,,,,
719,WNG,,,,
341,JSE,,,,
421,MOU,,,,
577,SBO,,,,
624,SRY,,,,
320,JBO,,,,
88,BSS,,,,
531,PUC,,,,
704,WED,,,,
494,PIC,,,,
353,KIT,,,,
287,HII,,,,
550,REA,,,,
509,POI,,,,
202,EFT,,,,
737,ZIP,,,,
720,WOF,,,,
117,CHM,,,,
500,PIX,,,,
371,LAU,,,,
88,BSS,,,,
215,FAT,,,,
512,POO,,,,
484,PCT,,,,
577,SBO,,,,
624,SRY,,,,
320,JBO,,,,
491,PHA,,,,
147,CRV,,,,
259,GMP,,,,
683,VBE,,,,
505,PLU,,,,
266,GRC,,,,
569,RSP,,,,
67,BLO,,,,
330,JLT,,,,
647,TER,,,,
461,NOG,,,,
306,IMP,,,,
419,MOG,,,,
596,SKI,,,,
79,BOL,,,,
481,PAS,,,,
109,CEB,,,,
211,EXF,,,,
526,PSU,,,,
378,LIC,,,,
284,HHD,,,,
700,WAR,,,,
620,SPO,,,,
462,NOO,,,,
724,WOR,,,,
286,HIC,,,,
230,FOO,,,,
173,DID,,,,
378,LIC,,,,
163,DAL,,,,
138,COR,,,,
311,JAA,,,,
505,PLU,,,,
266,GRC,,,,
569,RSP,,,,
67,BLO,,,,
271,GRV,,,,
330,JLT,,,,
716,WLL,,,,
49,BEE,,,,
313,JAG,,,,
500,PIX,,,,
469,OLI,,,,
700,WAR,,,,
638,TAM,,,,
558,RIP,,,,
102,BYT,,,,
163,DAL,,,,
181,DOD,,,,
171,DEM,,,,
223,FLI,,,,
371,LAU,,,,
720,WOF,,,,
320,JBO,,,,
88,BSS,,,,
597,SKR,,,,
668,TUL,,,,
307,IND,,,,
274,GUM,,,,
301,HUL,,,,
333,JMY,,,,
700,WAR,,,,
567,RSH,,,,
464,NUM,,,,
